iter	MultiClass
204	0.1044639896
205	0.1040420025
206	0.1034584289
207	0.1029640528
208	0.1025437278
209	0.1020486694
210	0.1017162863
211	0.1013531
212	0.1002927127
213	0.09949855594
214	0.09874309411
215	0.09831763582
216	0.09767197429
217	0.0974127831
218	0.09693592011
219	0.09645465687
220	0.09570355428
221	0.09509444593
222	0.09484831727
223	0.09411822722
224	0.0936759754
225	0.09334983262
226	0.09300709645
227	0.09231647168
228	0.09189244224
229	0.0914934889
230	0.09101769516
231	0.09045646821
232	0.08997108699
233	0.08954445022
234	0.08876847994
235	0.08841053362
236	0.08772931985
237	0.08749234106
238	0.08703915038
239	0.08644600321
240	0.08586796948
241	0.08538583519
242	0.08490687784
243	0.08460708409
244	0.08446433132
245	0.08411997971
246	0.08339568192
247	0.0832165088
248	0.08282871367
249	0.08260454542
250	0.08207951705
251	0.08174372195
252	0.08121088338
253	0.08067001691
254	0.08011222913
255	0.07981425593
256	0.07952354906
257	0.07905162104
258	0.07876179954
259	0.07837502691
260	0.07787591457
261	0.07768054785
262	0.07724335044
263	0.07681218086
264	0.07630410331
265	0.07588557104
266	0.07566145645
267	0.07526652114
268	0.0747149534
269	0.07457690128
270	0.07425907315
271	0.07370518857
272	0.07319137929
273	0.07294490264
274	0.0724829528
275	0.072249075
276	0.07177002254
277	0.07138935402
278	0.07110866978
279	0.07087566784
280	0.07043454371
281	0.07025057295
282	0.06995518741
283	0.0696487887
284	0.06931454976
285	0.06910448084
286	0.06896471826
287	0.06868259257
288	0.06849700118
289	0.06801155629
290	0.06790178383
291	0.06755043874
292	0.06717356685
293	0.0670535106
294	0.06670579859
295	0.06643948479
296	0.06627093888
297	0.06591566849
298	0.06570300607
299	0.06554300688
300	0.06527518334
301	0.0650191511
302	0.06467061054
303	0.06449213191
304	0.06427369326
305	0.06401235396
306	0.06375754543
307	0.06342086658
308	0.06316702849
309	0.06280094122
310	0.06244549387
311	0.06221286279
312	0.06179227781
313	0.06154611486
314	0.06128400544
315	0.06103984823
316	0.06083278576
317	0.06057128509
318	0.0602473427
319	0.06008426709
320	0.05995140737
321	0.05979110822
322	0.05962207266
323	0.05943911663
324	0.05924289554
325	0.05905720391
326	0.05875270779
327	0.05853481895
328	0.05839539207
329	0.05823411368
330	0.05802512154
331	0.05775690283
332	0.05754687838
333	0.05716990985
334	0.05672605695
335	0.05653575695
336	0.0563136309
337	0.05604993125
338	0.05590408712
339	0.05565682093
340	0.05546562849
341	0.05520411276
342	0.05484529305
343	0.05469914607
344	0.05437898416
345	0.05429316077
346	0.05409408854
347	0.05397087347
348	0.05375326448
349	0.0535001206
350	0.05328772984
351	0.05308032502
352	0.05294312107
353	0.05288143432
354	0.05264689664
355	0.05249091901
356	0.05240234739
357	0.05232844005
358	0.05216373141
359	0.05188807753
360	0.05160817764
361	0.05146928383
362	0.05130875372
363	0.05113448756
364	0.05098032248
365	0.05077229414
366	0.05061106086
367	0.05041592988
368	0.05022591783
369	0.05008639146
370	0.04989365063
371	0.0497538399
372	0.04962709938
373	0.04944449256
374	0.04928195876
375	0.04918076544
376	0.04901088735
377	0.04894358225
378	0.04879649781
379	0.04869925863
380	0.04852879487
381	0.04840359721
382	0.04833189023
383	0.04817490264
384	0.04802194877
385	0.04789653716
386	0.04780800552
387	0.04769029137
388	0.04757676786
389	0.04745599159
390	0.04738300193
391	0.04721434859
392	0.04700977941
393	0.04684319858
394	0.04669549411
395	0.04651003486
396	0.04635263243
397	0.04620735127
398	0.04593150003
399	0.04564392853
400	0.0454585784
401	0.04537069342
402	0.04527429727
403	0.04516784558
404	0.04493475807
405	0.0447460219
406	0.04466390271
407	0.04438497796
408	0.04426003469
409	0.04414682844
410	0.04407311958
411	0.0439629798
412	0.0438567931
413	0.04368712567
414	0.04356304217
415	0.04346161829
416	0.04337898768
417	0.04326767554
418	0.04305548909
419	0.0429978301
420	0.04284928481
421	0.04275577135
422	0.04251716673
423	0.04234413904
424	0.04219707495
425	0.04208615004
426	0.04193052079
427	0.04182236278
428	0.04173369499
429	0.04160262775
430	0.04142621596
431	0.04125200506
432	0.04116505316
433	0.04108861156
434	0.04092141417
435	0.04080736621
436	0.04068362382
437	0.04052639994
438	0.04042885579
439	0.04032239139
440	0.04018604082
441	0.04006808514
442	0.0400010077
443	0.03983638272
444	0.03978895946
445	0.03969342169
446	0.03962148805
447	0.03942010257
448	0.0393074236
449	0.03918217247
450	0.03911962529
451	0.03900864162
452	0.03893391571
453	0.03885640543
454	0.03868926027
455	0.03849346105
456	0.03838065446
457	0.03825818316
458	0.03816265049
459	0.03811304644
460	0.03797241616
461	0.03786043521
462	0.03766343076
463	0.03749599414
464	0.03743803136
465	0.03728906634
466	0.03712776037
467	0.03701788509
468	0.03684763076
469	0.03676119879
470	0.03660423315
471	0.03650812903
472	0.03639095456
473	0.03629933043
474	0.03624391346
475	0.03620032024
476	0.03609536092
477	0.03602653291
478	0.03592870875
479	0.03587364127
480	0.03581389606
481	0.03567713537
482	0.03558103774
483	0.03549642186
484	0.03536608318
485	0.03526395846
486	0.03513834151
487	0.03508740681
488	0.03496091352
489	0.03492051461
490	0.03484133203
491	0.03475140539
492	0.0346413438
493	0.03453015553
494	0.03441510273
495	0.03425088526
496	0.03412810436
497	0.03404944911
498	0.03399979913
499	0.03390310717
500	0.0338480107
501	0.03376037702
502	0.03372963029
503	0.03364228666
504	0.03346674889
505	0.03340582731
506	0.03336288039
507	0.03328710622
508	0.0331923811
509	0.03303438653
510	0.03296436102
511	0.03288050692
512	0.03277975904
513	0.03264085525
514	0.03252060081
515	0.03243029333
516	0.03236193812
517	0.03230180217
518	0.03222871956
519	0.03216504378
520	0.03211268696
521	0.03202511479
522	0.03195376465
523	0.03185661715
524	0.03175074308
525	0.03165840685
526	0.03154547158
527	0.03149839836
528	0.03143594442
529	0.03132747726
530	0.03125199385
531	0.03117673701
532	0.03112472584
533	0.03107254261
534	0.0309878224
535	0.03088131871
536	0.03083853661
537	0.03073395789
538	0.03067607327
539	0.03060898924
540	0.03051316526
541	0.03046102529
542	0.03039799356
543	0.0303020371
544	0.03016897297
545	0.03008586967
546	0.03003379664
547	0.02993073705
548	0.02984898702
549	0.029793118
550	0.0297244665
551	0.02967949608
552	0.02958395608
553	0.02948834865
554	0.02943616787
555	0.0293746887
556	0.02928088755
557	0.02912741717
558	0.02902169922
559	0.02895261365
560	0.02889173498
561	0.02882355779
562	0.02877899903
563	0.02869981293
564	0.02867510711
565	0.0286102895
566	0.02849114469
567	0.02842522057
568	0.02837324998
569	0.02833647564
570	0.02825598721
571	0.02818474049
572	0.02811220987
573	0.02802597859
574	0.02796371816
575	0.0279233405
576	0.02785349308
577	0.02778855373
578	0.02769442668
579	0.02760653102
580	0.02751439537
581	0.02741050961
582	0.02737186975
583	0.0273184242
584	0.02722797198
585	0.02714838843
586	0.02709960129
587	0.02704963335
588	0.02694881691
589	0.02689716383
590	0.02681734435
591	0.02676260061
592	0.02666437871
593	0.02660013899
594	0.02653927823
595	0.02649118589
596	0.02642855805
597	0.0262983147
598	0.02624037864
599	0.02616231248
600	0.02609524143
601	0.02605040182
602	0.02599325897
603	0.02588058514
604	0.02582146152
605	0.02575431463
606	0.02569282394
607	0.02565295094
608	0.02557955267
609	0.02552487362
610	0.02548763351
611	0.02544131602
612	0.02538345851
613	0.02532803131
614	0.02526449463
615	0.02519907202
616	0.02514150342
617	0.02504407215
618	0.02499118509
619	0.02490759748
620	0.024823558
621	0.0247721603
622	0.02472958305
623	0.02468912034
624	0.0246464478
625	0.02458816379
626	0.02453266619
627	0.0244474138
628	0.024366501
629	0.02429229745
630	0.02427335284
631	0.02421728484
632	0.02415485516
633	0.02410300466
634	0.02406436426
635	0.02402868942
636	0.02397123392
637	0.02391845347
638	0.02386262459
639	0.02382089306
640	0.02378744678
641	0.02369125485
642	0.0236411884
643	0.02359563775
644	0.02356133175
645	0.02347043737
646	0.02339951122
647	0.02331910351
648	0.02326278205
649	0.0232283062
650	0.0231795199
651	0.02314537352
652	0.02311804791
653	0.02308117262
654	0.02302039803
655	0.02296940943
656	0.02292821472
657	0.02289794377
658	0.02286168686
659	0.02280367466
660	0.02277647973
661	0.02269141775
662	0.02266355371
663	0.02264168936
664	0.02259420139
665	0.02254278189
666	0.02247555227
667	0.02237742045
668	0.02229970783
669	0.02226404386
670	0.02219132371
671	0.02215477568
672	0.02211145311
673	0.02202957131
674	0.02198882304
675	0.02196657186
676	0.02192583496
677	0.0219008789
678	0.02187303748
679	0.0218464309
680	0.02180183241
681	0.02175742049
682	0.02171153037
683	0.02167415191
684	0.02162632866
685	0.02160904352
686	0.02157837978
687	0.02153385656
688	0.02149934114
689	0.0214522216
690	0.02139516564
691	0.02133350358
692	0.02129944882
693	0.02127257653
694	0.02125280147
695	0.02120376559
696	0.02117571648
697	0.02113332176
698	0.02109839341
699	0.02107353435
700	0.02103169305
701	0.02100432004
702	0.02095217548
703	0.02092684605
704	0.02090683214
705	0.02083835146
706	0.02079525822
707	0.02075458444
708	0.02073295156
709	0.02067060295
710	0.02064810931
711	0.02061835855
712	0.02056359271
713	0.02052130701
714	0.02047389675
715	0.02044684375
716	0.02039611842
717	0.02036452212
718	0.02032758565
719	0.02029300414
720	0.0202681212
721	0.02023473241
722	0.02020856868
723	0.02015985821
724	0.02009823967
725	0.02005614703
726	0.02002684583
727	0.01998641086
728	0.01995023314
729	0.01991322124
730	0.01988660949
731	0.0198400811
732	0.01980534933
733	0.01976583025
734	0.01971780006
735	0.01967941898
736	0.01963992553
737	0.01961126196
738	0.01958052012
739	0.01954988513
740	0.01950779808
741	0.01946373935
742	0.01943675762
743	0.01939954153
744	0.01936964532
745	0.01932878836
746	0.019269506
747	0.01923604097
748	0.0192073717
749	0.01917982964
750	0.01914249851
751	0.01908195256
752	0.01905031808
753	0.0190099181
754	0.01897236472
755	0.0189446251
756	0.0189250514
757	0.01889275169
758	0.01887132421
759	0.01884970754
760	0.01882136418
761	0.01879680618
762	0.01871934977
763	0.01867137296
764	0.01863389539
765	0.01857263025
766	0.01853357984
767	0.01849476441
768	0.01845525519
769	0.01838414078
770	0.01836521029
771	0.01834449424
772	0.01831614376
773	0.01828319716
774	0.01827040306
775	0.01822921036
776	0.01818385229
777	0.01816086601
778	0.01812538273
779	0.01809591583
780	0.01805255824
781	0.01801587937
782	0.01795884187
783	0.01791979765
784	0.01788055667
785	0.01786075538
786	0.0178257016
787	0.01781198781
788	0.01776337706
789	0.01771756425
790	0.01769627719
791	0.0176684503
792	0.01761876269
793	0.01757925201
794	0.01754558936
795	0.01751365062
796	0.01747384997
797	0.01746000244
798	0.01744009113
799	0.01739813108
800	0.01736244356
801	0.01734558564
802	0.0173105073
803	0.01727910903
804	0.01723731463
805	0.01722173464
806	0.01717272223
807	0.01712753259
808	0.01710655173
809	0.01706255031
810	0.01704768614
811	0.01701383048
812	0.01698390383
813	0.01696848139
814	0.01693761782
815	0.01687897105
816	0.01685286287
817	0.01681871311
818	0.01679897106
819	0.01674829702
820	0.01672788941
821	0.01668131505
822	0.01663239027
823	0.01661007496
824	0.01659545906
825	0.01655503683
826	0.01654019831
827	0.01651922385
828	0.01650253163
829	0.01647811713
830	0.01644436029
831	0.01641060159
832	0.01639070601
833	0.01636646541
834	0.01632187549
835	0.01630554434
836	0.0162941192
837	0.01625877991
838	0.01621671017
839	0.0161889057
840	0.01616336277
841	0.01613131111
842	0.0161095818
843	0.01608240772
844	0.01605575715
845	0.01601157386
846	0.01598594235
847	0.01597208845
848	0.01595065434
849	0.01591108822
850	0.01588437382
851	0.0158274716
852	0.01580505315
853	0.01576052339
854	0.01572729028
855	0.01570600868
856	0.01568254987
857	0.01562939221
858	0.01560187588
859	0.01556549201
860	0.01552921851
861	0.01550186288
862	0.01548720157
863	0.01544915894
864	0.01542871791
865	0.01542051466
866	0.01538839703
867	0.01537127378
868	0.01533562526
869	0.01529857115
870	0.01527673938
871	0.01525883204
872	0.01523582607
873	0.01521954198
874	0.01520928925
875	0.01519984163
876	0.01516639792
877	0.0151227652
878	0.01509146442
879	0.01504957329
880	0.01501682648
881	0.01500023882
882	0.01498053315
883	0.01495698947
884	0.01492911219
885	0.01489948586
886	0.01487767435
887	0.01483918078
888	0.01480838263
889	0.01478223511
890	0.01475224146
891	0.01473202897
892	0.0147161323
893	0.01468749957
894	0.01465982979
895	0.01464884681
896	0.01462299096
897	0.01460685233
898	0.01457327211
899	0.0145532147
900	0.01451998202
901	0.01450235964
902	0.01447602534
903	0.0144592017
904	0.01442407194
905	0.01440911395
906	0.01439513618
907	0.01437402314
908	0.01434843778
909	0.01433033677
910	0.01431628088
911	0.01429270028
912	0.01427961743
913	0.01424405368
914	0.01422608135
915	0.01420977485
916	0.01419234777
917	0.01417766379
918	0.01414548483
919	0.01411500388
920	0.01408995067
921	0.01406375253
922	0.01404347539
923	0.01402266043
924	0.01399472872
925	0.01396121062
926	0.01394671547
927	0.01393124323
928	0.01388798327
929	0.01386620803
930	0.01384447093
931	0.01383279576
932	0.01380993426
933	0.01379140012
934	0.01377191464
935	0.0137523479
936	0.01371473403
937	0.0136935243
938	0.01366715493
939	0.0136552093
940	0.01364215168
941	0.01361066826
942	0.01359195423
943	0.01356221052
944	0.01355369159
945	0.01352416394
946	0.01349251585
947	0.01346172913
948	0.01344296721
949	0.01341749691
950	0.01339442318
951	0.01337993921
952	0.01335851233
953	0.01332829735
954	0.01330039399
955	0.01328528182
956	0.01326569706
957	0.01323706753
958	0.01321746225
959	0.01318989569
960	0.01317072466
961	0.01314699841
962	0.01313770466
963	0.01312181535
964	0.01310062853
965	0.01308275994
966	0.0130659294
967	0.01305028355
968	0.01303241172
969	0.01301080515
970	0.01299852917
971	0.01297624549
972	0.01294847901
973	0.0129439339
974	0.01291898483
975	0.01289441911
976	0.01287418148
977	0.01285198468
978	0.0128317306
979	0.01281908884
980	0.0128037985
981	0.01278356905
982	0.01276676986
983	0.01275171676
984	0.01272540951
985	0.01271160547
986	0.01269666344
987	0.01267311085
988	0.01266134166
989	0.01263761904
990	0.01262390387
991	0.01261022057
992	0.0125879231
993	0.01256630896
994	0.0125484557
995	0.01253499683
996	0.01252699315
997	0.01250364629
998	0.01249208782
999	0.01248036234
